state,district,nightlight,population,electricity,msme,atm,nightlight_norm,population_norm,electricity_norm,msme_norm,atm_norm,shadow_score,shadow_rank,cluster
punjab,firozpur,1.8836035032707064,2029074.0,161.66277313191262,233268.0,14000.0,0.025267940537271598,0.180359241308031,0.36043685522271574,0.11785287345863883,0.12499999999999994,0.13246228860525538,291.0,2
punjab,gurdaspur,1.9238721282007376,2298323.0,161.66277313191262,233268.0,14000.0,0.02585604304444023,0.2047956986592889,0.36043685522271574,0.11785287345863883,0.12499999999999994,0.1388066439459373,269.0,2
punjab,jalandhar,3.5930260228785977,2193590.0,161.66277313191262,233268.0,14000.0,0.05023317516692954,0.1952903579235042,0.36043685522271574,0.11785287345863883,0.12499999999999994,0.14618116161098685,237.0,2
punjab,kapurthala,2.2219662779512084,815168.0,161.66277313191262,233268.0,14000.0,0.030209554423216232,0.0701877561866896,0.36043685522271574,0.11785287345863883,0.12499999999999994,0.10689606287929786,385.0,2
punjab,ludhiana,4.12758650782155,3498739.0,161.66277313191262,233268.0,14000.0,0.05804015546423234,0.3137428605346072,0.36043685522271574,0.11785287345863883,0.12499999999999994,0.17891707938268372,130.0,2
punjab,sangrur,1.8655752358911493,1655169.0,161.66277313191262,233268.0,14000.0,0.025004646986417894,0.14642443157457952,0.36043685522271574,0.11785287345863883,0.12499999999999994,0.12387326875155101,315.0,2
rajasthan,ajmer,1.478716869981422,2583052.0,224.4086862692204,623437.0,17000.0,0.019354779991803964,0.230637087355872,0.5015130878734866,0.3150707781425572,0.24999999999999994,0.1879644181317705,119.0,2
rajasthan,alwar,1.8195810524563123,3674179.0,224.4086862692204,623437.0,17000.0,0.02433292564901933,0.32966541578162645,0.5015130878734866,0.3150707781425572,0.24999999999999994,0.21471275850109525,80.0,2
rajasthan,banswara,0.8962356523680213,1797485.0,224.4086862692204,623437.0,17000.0,0.010847942098722389,0.15934072416768708,0.5015130878734866,0.3150707781425572,0.24999999999999994,0.16673759217749162,168.0,2
rajasthan,barmer,0.591581070086406,2603751.0,224.4086862692204,623437.0,17000.0,0.006398618984969582,0.23251568386213084,0.5015130878734866,0.3150707781425572,0.24999999999999994,0.18325160285560144,126.0,2
rajasthan,bhilwara,1.0930228688463384,2408523.0,224.4086862692204,623437.0,17000.0,0.0137219179444515,0.21479721250004083,0.5015130878734866,0.3150707781425572,0.24999999999999994,0.1817513045988717,127.0,2
rajasthan,bikaner,0.620233962624445,2363937.0,224.4086862692204,623437.0,17000.0,0.006817079708883877,0.21075068349728432,0.5015130878734866,0.3150707781425572,0.24999999999999994,0.17797773705395553,133.0,2
rajasthan,bundi,0.9044229113486778,1110906.0,224.4086862692204,623437.0,17000.0,0.010967512795306373,0.09702829793112061,0.5015130878734866,0.3150707781425572,0.24999999999999994,0.1512073138969836,221.0,2
rajasthan,chittaurgarh,1.1213297561711042,1544338.0,224.4086862692204,623437.0,17000.0,0.014135325440604158,0.1363656495375162,0.5015130878734866,0.3150707781425572,0.24999999999999994,0.16230877685670161,179.0,2
rajasthan,churu,0.6085155954533346,2039547.0,224.4086862692204,623437.0,17000.0,0.006645938997592466,0.18130974815425782,0.5015130878734866,0.3150707781425572,0.24999999999999994,0.17054904693368234,159.0,2
rajasthan,dungarpur,0.8776920300118708,1388552.0,224.4086862692204,623437.0,17000.0,0.010577122054119691,0.12222684885516248,0.5015130878734866,0.3150707781425572,0.24999999999999994,0.1573507953315194,196.0,2
rajasthan,jaisalmer,0.4069318973856182,669919.0,224.4086862692204,623437.0,17000.0,0.0037019130110101423,0.057005270852248775,0.5015130878734866,0.3150707781425572,0.24999999999999994,0.13829531721354715,270.0,2
rajasthan,jalor,0.5738993575714479,1828730.0,224.4086862692204,623437.0,17000.0,0.006140386689251761,0.16217645284240845,0.5015130878734866,0.3150707781425572,0.24999999999999994,0.16556350218238372,171.0,2
rajasthan,jhalawar,0.963195266531241,1411129.0,224.4086862692204,623437.0,17000.0,0.01182585274347018,0.12427588858277279,0.5015130878734866,0.3150707781425572,0.24999999999999994,0.15836254753916218,193.0,2
rajasthan,jhunjhunun,1.1693592034034586,2137045.0,224.4086862692204,623437.0,17000.0,0.014836770756513268,0.19015845592599678,0.5015130878734866,0.3150707781425572,0.24999999999999994,0.1760375565801854,141.0,2
rajasthan,jodhpur,1.1160715213773489,3687165.0,224.4086862692204,623437.0,17000.0,0.014058531632251826,0.3308439970768715,0.5015130878734866,0.3150707781425572,0.24999999999999994,0.2108976462181995,84.0,2
rajasthan,nagaur,0.8038966946814271,3307743.0,224.4086862692204,623437.0,17000.0,0.00949937922578641,0.2964084763465105,0.5015130878734866,0.3150707781425572,0.24999999999999994,0.2004651050730231,99.0,2
rajasthan,pali,0.8751623528847502,2037573.0,224.4086862692204,623437.0,17000.0,0.010540177423818265,0.1811305921803772,0.5015130878734866,0.3150707781425572,0.24999999999999994,0.1720619533107025,158.0,2
rajasthan,sikar,1.18841925868121,2677333.0,224.4086862692204,623437.0,17000.0,0.015115133037696075,0.2391938271600456,0.5015130878734866,0.3150707781425572,0.24999999999999994,0.18840774430117074,116.0,2
rajasthan,sirohi,0.9689661982675796,1036346.0,224.4086862692204,623437.0,17000.0,0.011910134226355102,0.09026139346681512,0.5015130878734866,0.3150707781425572,0.24999999999999994,0.14989263635332672,229.0,2
rajasthan,tonk,0.7117126608897966,1421326.0,224.4086862692204,623437.0,17000.0,0.008153078936467495,0.1252013462654783,0.5015130878734866,0.3150707781425572,0.24999999999999994,0.15712480243703747,198.0,2
sikkim,east,0.6675749538572853,1709346.0,1.352711087132452,1081.0,18000.0,0.007508470479844083,0.15134141900970127,0.0,0.0004897983941284849,0.2916666666666667,0.011745546036815557,510.0,1
sikkim,north sikkim,0.2316194029578596,1703152.5,1.352711087132452,1081.0,18000.0,0.0011415644098325193,0.15077931033481293,0.0,0.0004897983941284849,0.2916666666666667,0.009058256440088844,516.0,1
sikkim,south sikkim,0.7042964048803974,1703152.5,1.352711087132452,1081.0,18000.0,0.00804476834079877,0.15077931033481293,0.0,0.0004897983941284849,0.2916666666666667,0.011819538012475341,509.0,1
sikkim,west sikkim,0.2983967788930234,1703152.5,1.352711087132452,1081.0,18000.0,0.0021168135592099604,0.15077931033481293,0.0,0.0004897983941284849,0.2916666666666667,0.009448356099839818,514.0,1
tripura,west tripura,1.661254165815851,1725739.0,3.729567430025445,6651.0,18000.0,0.02202064309287924,0.15282921226189225,0.005344060220681641,0.003305254591544028,0.2916666666666667,0.01941349386882602,501.0,1
west bengal,bankura,0.9899256931734316,3596674.0,146.0872403560831,269647.0,20000.0,0.012216236844076403,0.3226312294819216,0.32541724397354693,0.1362412901562654,0.37499999999999994,0.13356394442626013,288.0,2
west bengal,barddhaman,3.054022504685049,7717563.0,146.0872403560831,269647.0,20000.0,0.04236130665954631,0.6966342092432866,0.32541724397354693,0.1362412901562654,0.37499999999999994,0.2391227172927893,62.0,2
west bengal,birbhum,1.6071344941366963,3502404.0,146.0872403560831,269647.0,20000.0,0.02123025318865587,0.3140754880139752,0.32541724397354693,0.1362412901562654,0.37499999999999994,0.13503061559710533,279.0,2
west bengal,darjiling,1.1496315962965762,1846823.0,146.0872403560831,269647.0,20000.0,0.014548659225013146,0.16381853442063643,0.32541724397354693,0.1362412901562654,0.37499999999999994,0.09479373961331355,420.0,2
west bengal,haora,5.532316093924068,4850029.0,146.0872403560831,269647.0,20000.0,0.07855550688028594,0.43638302058787115,0.32541724397354693,0.1362412901562654,0.37499999999999994,0.18853760021723137,114.0,2
west bengal,hugli,2.8723238919205496,5519145.0,146.0872403560831,269647.0,20000.0,0.039707692092335864,0.4971105426846822,0.32541724397354693,0.1362412901562654,0.37499999999999994,0.18818035482625406,118.0,2
west bengal,jalpaiguri,1.1426182626511094,3872846.0,146.0872403560831,269647.0,20000.0,0.014446233102748587,0.34769600335150547,0.32541724397354693,0.1362412901562654,0.37499999999999994,0.140722136397125,261.0,2
west bengal,kochbihar,1.0358251279163808,1703152.5,146.0872403560831,269647.0,20000.0,0.012886574425676325,0.15077931033481293,0.32541724397354693,0.1362412901562654,0.37499999999999994,0.09086909967212295,423.0,2
west bengal,maldah,1.3467604297345073,3988845.0,146.0872403560831,269647.0,20000.0,0.017427624210321502,0.3582238218997213,0.32541724397354693,0.1362412901562654,0.37499999999999994,0.14454664747720813,243.0,2
west bengal,murshidabad,1.5429142015907935,7103807.0,146.0872403560831,269647.0,20000.0,0.020292348923909496,0.6409310411049512,0.32541724397354693,0.1362412901562654,0.37499999999999994,0.21636934216395085,78.0,2
west bengal,nadia,1.8400730837487267,5167600.0,146.0872403560831,269647.0,20000.0,0.024632201201660795,0.4652050782278116,0.32541724397354693,0.1362412901562654,0.37499999999999994,0.1741737923557664,147.0,2
west bengal,puruliya,0.846871100174008,2930115.0,146.0872403560831,269647.0,20000.0,0.010126998263143212,0.26213577517903797,0.32541724397354693,0.1362412901562654,0.37499999999999994,0.11760438541816598,343.0,2
west bengal,kolkata,68.62557319619468,4496694.0,146.0872403560831,269647.0,20000.0,0.9999999999999999,0.4043150995994675,0.32541724397354693,0.1362412901562654,0.37499999999999994,0.5490984172180161,3.0,3
west bengal,north 24 parganas,2.980338141582834,1703152.5,146.0872403560831,269647.0,20000.0,0.04128518452339611,0.15077931033481293,0.32541724397354693,0.1362412901562654,0.37499999999999994,0.10222854371121085,407.0,2
west bengal,south 24 parganas,3.024990201251752,1703152.5,146.0872403560831,269647.0,20000.0,0.041937304835106826,0.15077931033481293,0.32541724397354693,0.1362412901562654,0.37499999999999994,0.10248939183589514,405.0,2
arunachal pradesh,east siang,0.2683241321155883,99214.0,2.108335581332614,1982.0,18000.0,0.0016776180565640105,0.005209318434042466,0.0016989258998769737,0.0009452249711251464,0.2916666666666667,-0.026711720909886282,568.0,1
