state,district,population
22,rajnandgaon,1264621
22,rajnandgaon,272512
22,durg,3343872
22,durg,2059107
22,durg,1284765
22,raipur,4063872
22,raipur,2580583
22,raipur,1483289
22,mahasamund,1032754
22,mahasamund,912602
22,mahasamund,120152
22,dhamtari,799781
22,dhamtari,650586
22,dhamtari,149195
22,uttar bastar kanker,748941
22,uttar bastar kanker,672180
22,uttar bastar kanker,76761
22,bastar,1413199
22,bastar,1219705
22,bastar,193494
22,narayanpur,139820
22,narayanpur,117714
22,narayanpur,22106
22,dakshin bastar dantewada,533638
22,dakshin bastar dantewada,437405
22,dakshin bastar dantewada,96233
22,bijapur,255230
22,bijapur,225630
22,bijapur,29600
23,madhya pradesh,72626809
23,madhya pradesh,52557404
23,madhya pradesh,20069405
23,sheopur,687861
23,sheopur,580509
23,sheopur,107352
23,morena,1965970
23,morena,1495508
23,morena,470462
23,bhind,1703005
23,bhind,1270083
23,bhind,432922
23,gwalior,2032036
23,gwalior,758244
23,gwalior,1273792
23,datia,786754
23,datia,604772
23,datia,181982
23,shivpuri,1726050
23,shivpuri,1430627
23,shivpuri,295423
23,tikamgarh,1445166
23,tikamgarh,1195293
23,tikamgarh,249873
23,chhatarpur,1762375
23,chhatarpur,1363359
23,chhatarpur,399016
23,panna,1016520
23,panna,891185
23,panna,125335
23,sagar,2378458
23,sagar,1669662
23,sagar,708796
23,damoh,1264219
23,damoh,1013668
23,damoh,250551
23,satna,2228935
23,satna,1754517
23,satna,474418
23,rewa,2365106
23,rewa,1969321
23,rewa,395785
23,umaria,644758
23,umaria,534214
23,umaria,110544
23,neemuch,826067
23,neemuch,580837
23,neemuch,245230
23,mandsaur,1340411
23,mandsaur,1062807
23,mandsaur,277604
23,ratlam,1455069
23,ratlam,1020038
23,ratlam,435031
23,ujjain,1986864
23,ujjain,1207651
23,ujjain,779213
23,shajapur,1512681
23,shajapur,1219133
23,shajapur,293548
23,dewas,1563715
23,dewas,1111956
23,dewas,451759
23,dhar,2185793
23,dhar,1772572
23,dhar,413221
23,indore,3276697
23,indore,848988
23,indore,2427709
23,khargone (west nimar),1873046
23,khargone (west nimar),1574190
23,khargone (west nimar),298856
23,barwani,1385881
23,barwani,1181812
23,barwani,204069
23,rajgarh,1545814
23,rajgarh,1269357
23,rajgarh,276457
23,vidisha,1458875
23,vidisha,1119257
23,vidisha,339618
23,bhopal,2371061
23,bhopal,454010
23,bhopal,1917051
23,sehore,1311332
23,sehore,1062870
23,sehore,248462
23,raisen,1331597
23,raisen,1028172
23,raisen,303425
23,betul,1575362
23,betul,1266211
23,betul,309151
23,harda,570465
23,harda,451101
23,harda,119364
23,hoshangabad,1241350
23,hoshangabad,851364
23,hoshangabad,389986
23,katni,1292042
23,katni,1028499
23,katni,263543
23,jabalpur,2463289
23,jabalpur,1023255
23,jabalpur,1440034
23,narsimhapur,1091854
23,narsimhapur,888314
23,narsimhapur,203540
23,dindori,704524
23,dindori,672206
23,dindori,32318
23,mandla,1054905
23,mandla,924716
23,mandla,130189
23,chhindwara,2090922
23,chhindwara,1585739
23,chhindwara,505183
23,seoni,1379131
23,seoni,1215241
23,seoni,163890
23,balaghat,1701698
23,balaghat,1456882
23,balaghat,244816
23,guna,1241519
23,guna,928844
23,guna,312675
23,ashoknagar,845071
23,ashoknagar,691387
23,ashoknagar,153684
23,shahdol,1066063
23,shahdol,846463
23,shahdol,219600
23,anuppur,749237
23,anuppur,543996
23,anuppur,205241
23,sidhi,1127033
23,sidhi,1033912
23,sidhi,93121
23,singrauli,1178273
23,singrauli,951487
23,singrauli,226786
23,jhabua,1025048
23,jhabua,933065
23,jhabua,91983
23,alirajpur,728999
23,alirajpur,671925
23,alirajpur,57074
23,khandwa (east nimar),1310061
23,khandwa (east nimar),1050625
23,khandwa (east nimar),259436
23,burhanpur,757847
23,burhanpur,497560
23,burhanpur,260287
24,gujarat,60439692
24,gujarat,34694609
24,gujarat,25745083
24,kachchh,2092371
24,kachchh,1363836
24,kachchh,728535
24,banas kantha,3120506
24,banas kantha,2705591
24,banas kantha,414915
24,patan,1343734
24,patan,1062653
24,patan,281081
24,mahesana,2035064
24,mahesana,1520734
24,mahesana,514330
24,sabar kantha,2428589
24,sabar kantha,2064869
24,sabar kantha,363720
24,gandhinagar,1391753
24,gandhinagar,791126
24,gandhinagar,600627
24,ahmadabad,7214225
24,ahmadabad,1151178
24,ahmadabad,6063047
24,surendranagar,1756268
24,surendranagar,1259352
24,surendranagar,496916
24,rajkot,3804558
24,rajkot,1590508
24,rajkot,2214050
24,jamnagar,2160119
24,jamnagar,1189054
24,jamnagar,971065
24,porbandar,585449
24,porbandar,299775
24,porbandar,285674
24,junagadh,2743082
24,junagadh,1836670
24,junagadh,906412
24,amreli,1514190
24,amreli,1127555
24,amreli,386635
24,bhavnagar,2880365
24,bhavnagar,1697964
24,bhavnagar,1182401
24,anand,2092745
24,anand,1457758
24,anand,634987
24,kheda,2299885
24,kheda,1776276
24,kheda,523609
24,panch mahals,2390776
24,panch mahals,2055949
24,panch mahals,334827
24,dohad,2127086
24,dohad,1935461
24,dohad,191625
24,vadodara,4165626
24,vadodara,2099855
24,vadodara,2065771
24,narmada,590297
24,narmada,528425
24,narmada,61872
24,bharuch,1551019
24,bharuch,1026060
24,bharuch,524959
24,the dangs,228291
24,the dangs,203604
24,the dangs,24687
24,navsari,1329672
24,navsari,920535
24,navsari,409137
24,valsad,1705678
24,valsad,1070177
24,valsad,635501
24,surat,6081322
24,surat,1232109
24,surat,4849213
24,tapi,807022
24,tapi,727535
24,tapi,79487
25,daman & diu,243247
25,daman & diu,60396
25,daman & diu,182851
25,diu,52074
25,diu,28083
25,diu,23991
25,daman,191173
25,daman,32313
25,daman,158860
26,dadra & nagar haveli,343709
26,dadra & nagar haveli,183114
26,dadra & nagar haveli,160595
26,dadra & nagar haveli,343709
26,dadra & nagar haveli,183114
26,dadra & nagar haveli,160595
27,maharashtra,112374333
27,maharashtra,61556074
27,maharashtra,50818259
27,nandurbar,1648295
27,nandurbar,1372821
27,nandurbar,275474
27,dhule,2050862
27,dhule,1479826
27,dhule,571036
27,jalgaon,4229917
27,jalgaon,2887206
27,jalgaon,1342711
27,buldana,2586258
27,buldana,2037398
27,buldana,548860
27,akola,1813906
27,akola,1094165
27,akola,719741
27,washim,1197160
27,washim,985747
27,washim,211413
27,amravati,2888445
27,amravati,1851158
27,amravati,1037287
27,wardha,1300774
27,wardha,877474
27,wardha,423300
27,nagpur,4653570
27,nagpur,1474811
27,nagpur,3178759
27,bhandara,1200334
27,bhandara,966503
27,bhandara,233831
27,gondiya,1322507
27,gondiya,1096577
27,gondiya,225930
27,gadchiroli,1072942
27,gadchiroli,954909
27,gadchiroli,118033
27,chandrapur,2204307
27,chandrapur,1428929
27,chandrapur,775378
27,yavatmal,2772348
27,yavatmal,2174195
27,yavatmal,598153
27,nanded,3361292
27,nanded,2447394
27,nanded,913898
27,hingoli,1177345
27,hingoli,998612
27,hingoli,178733
27,parbhani,1836086
27,parbhani,1266280
27,parbhani,569806
27,jalna,1959046
27,jalna,1581617
27,jalna,377429
27,aurangabad,3701282
27,aurangabad,2081112
27,aurangabad,1620170
27,nashik,6107187
27,nashik,3509814
27,nashik,2597373
27,thane,11060148
27,thane,2545470
27,thane,8514678
27,mumbai suburban,9356962
27,mumbai suburban,0
27,mumbai suburban,9356962
27,mumbai,3085411
27,mumbai,0
27,mumbai,3085411
27,raigarh,2634200
27,raigarh,1664005
27,raigarh,970195
27,pune,9429408
27,pune,3678226
27,pune,5751182
27,ahmadnagar,4543159
27,ahmadnagar,3630542
27,ahmadnagar,912617
27,bid,2585049
27,bid,2070751
27,bid,514298
27,latur,2454196
27,latur,1829216
27,latur,624980
27,osmanabad,1657576
27,osmanabad,1376519
27,osmanabad,281057
27,solapur,4317756
27,solapur,2918665
27,solapur,1399091
27,satara,3003741
27,satara,2433363
27,satara,570378
27,ratnagiri,1615069
27,ratnagiri,1351346
27,ratnagiri,263723
27,sindhudurg,849651
27,sindhudurg,742645
27,sindhudurg,107006
27,kolhapur,3876001
27,kolhapur,2645992
27,kolhapur,1230009
27,sangli,2822143
27,sangli,2102786
27,sangli,719357
28,andhra pradesh,84580777
28,andhra pradesh,56361702
28,andhra pradesh,28219075
28,adilabad,2741239
28,adilabad,1980980
28,adilabad,760259
28,nizamabad,2551335
28,nizamabad,1962963
28,nizamabad,588372
28,karimnagar,3776269
28,karimnagar,2825044
28,karimnagar,951225
28,medak,3033288
28,medak,2305417
28,medak,727871
28,hyderabad,3943323
28,hyderabad,0
28,hyderabad,3943323
28,rangareddy,5296741
28,rangareddy,1577569
28,rangareddy,3719172
28,mahbubnagar,4053028
28,mahbubnagar,3445336
28,mahbubnagar,607692
28,nalgonda,3488809
28,nalgonda,2826302
28,nalgonda,662507
28,warangal,3512576
28,warangal,2520243
28,warangal,992333
28,khammam,2797370
28,khammam,2141459
28,khammam,655911
28,srikakulam,2703114
28,srikakulam,2266411
28,srikakulam,436703
28,vizianagaram,2344474
28,vizianagaram,1853563
28,vizianagaram,490911
28,visakhapatnam,4290589
28,visakhapatnam,2254667
28,visakhapatnam,2035922
28,east godavari,5154296
28,east godavari,3840324
28,east godavari,1313972
28,west godavari,3936966
28,west godavari,3128189
28,west godavari,808777
28,krishna,4517398
28,krishna,2673738
28,krishna,1843660
28,guntur,4887813
28,guntur,3235075
28,guntur,1652738
28,prakasam,3397448
28,prakasam,2732866
28,prakasam,664582
28,sri potti sriramulu nellore,2963557
28,sri potti sriramulu nellore,2105927
28,sri potti sriramulu nellore,857630
28,y.s.r.,2882469
28,y.s.r.,1903337
28,y.s.r.,979132
28,kurnool,4053463
28,kurnool,2904177
28,kurnool,1149286
28,anantapur,4081148
28,anantapur,2935437
28,anantapur,1145711
28,chittoor,4174064
28,chittoor,2942678
28,chittoor,1231386
29,karnataka,61095297
29,karnataka,37469335
29,karnataka,23625962
29,belgaum,4779661
29,belgaum,3568466
29,belgaum,1211195
29,bagalkot,1889752
29,bagalkot,1291906
29,bagalkot,597846
29,bijapur,2177331
29,bijapur,1675353
29,bijapur,501978
29,bidar,1703300
29,bidar,1277348
29,bidar,425952
29,raichur,1928812
29,raichur,1438464
29,raichur,490348
29,koppal,1389920
29,koppal,1156216
29,koppal,233704
29,gadag,1064570
29,gadag,685261
29,gadag,379309
29,dharwad,1847023
29,dharwad,797484
29,dharwad,1049539
29,uttara kannada,1437169
29,uttara kannada,1018188
29,uttara kannada,418981
29,haveri,1597668
29,haveri,1242167
29,haveri,355501
29,bellary,2452595
29,bellary,1532356
29,bellary,920239
29,chitradurga,1659456
29,chitradurga,1329923
29,chitradurga,329533
29,davanagere,1945497
29,davanagere,1316487
29,davanagere,629010
29,shimoga,1752753
29,shimoga,1129026
29,shimoga,623727
29,udupi,1177361
29,udupi,843300
29,udupi,334061
29,chikmagalur,1137961
29,chikmagalur,898453
29,chikmagalur,239508
29,tumkur,2678980
29,tumkur,2079902
29,tumkur,599078
29,bangalore,9621551
29,bangalore,871607
29,bangalore,8749944
29,mandya,1805769
29,mandya,1497407
29,mandya,308362
29,hassan,1776421
29,hassan,1399658
29,hassan,376763
29,dakshina kannada,2089649
29,dakshina kannada,1093563
29,dakshina kannada,996086
29,kodagu,554519
29,kodagu,473531
29,kodagu,80988
29,mysore,3001127
29,mysore,1755714
29,mysore,1245413
29,chamarajanagar,1020791
29,chamarajanagar,845817
29,chamarajanagar,174974
29,gulbarga,2566326
29,gulbarga,1730775
29,gulbarga,835551
29,yadgir,1174271
29,yadgir,953594
29,yadgir,220677
29,kolar,1536401
29,kolar,1056328
29,kolar,480073
29,chikkaballapura,1255104
29,chikkaballapura,973985
29,chikkaballapura,281119
29,bangalore rural,990923
29,bangalore rural,722179
29,bangalore rural,268744
29,ramanagara,1082636
29,ramanagara,814877
29,ramanagara,267759
30,goa,1458545
30,goa,551731
30,goa,906814
30,north goa,818008
30,north goa,324927
30,north goa,493081
30,south goa,640537
30,south goa,226804
30,south goa,413733
31,lakshadweep,64473
31,lakshadweep,14141
31,lakshadweep,50332
31,lakshadweep,64473
31,lakshadweep,14141
31,lakshadweep,50332
32,kerala,33406061
32,kerala,17471135
32,kerala,15934926
32,kasaragod,1307375
32,kasaragod,798328
32,kasaragod,509047
32,kannur,2523003
32,kannur,882017
32,kannur,1640986
32,wayanad,817420
32,wayanad,785840
32,wayanad,31580
32,kozhikode,3086293
32,kozhikode,1013721
32,kozhikode,2072572
32,malappuram,4112920
32,malappuram,2295709
32,malappuram,1817211
32,palakkad,2809934
32,palakkad,2133124
32,palakkad,676810
32,thrissur,3121200
32,thrissur,1024794
32,thrissur,2096406
32,ernakulam,3282388
32,ernakulam,1048025
32,ernakulam,2234363
32,idukki,1108974
32,idukki,1056929
32,idukki,52045
32,kottayam,1974551
32,kottayam,1409158
32,kottayam,565393
32,alappuzha,2127789
32,alappuzha,979643
32,alappuzha,1148146
32,pathanamthitta,1197412
32,pathanamthitta,1065799
32,pathanamthitta,131613
32,kollam,2635375
32,kollam,1448217
32,kollam,1187158
32,thiruvananthapuram,3301427
32,thiruvananthapuram,1529831
32,thiruvananthapuram,1771596
33,tamil nadu,72147030
33,tamil nadu,37229590
33,tamil nadu,34917440
33,thiruvallur,3728104
33,thiruvallur,1299709
33,thiruvallur,2428395
33,chennai,4646732
33,chennai,0
33,chennai,4646732
33,kancheepuram,3998252
33,kancheepuram,1459916
33,kancheepuram,2538336
33,vellore,3936331
33,vellore,2234344
33,vellore,1701987
33,tiruvannamalai,2464875
33,tiruvannamalai,1969930
33,tiruvannamalai,494945
33,viluppuram,3458873
33,viluppuram,2939785
33,viluppuram,519088
33,salem,3482056
33,salem,1707934
33,salem,1774122
33,namakkal,1726601
33,namakkal,1030476
33,namakkal,696125
33,erode,2251744
33,erode,1093768
33,erode,1157976
33,the nilgiris,735394
33,the nilgiris,299739
33,the nilgiris,435655
33,dindigul,2159775
33,dindigul,1351735
33,dindigul,808040
33,karur,1064493
33,karur,629976
33,karur,434517
33,tiruchirappalli,2722290
33,tiruchirappalli,1384257
33,tiruchirappalli,1338033
33,perambalur,565223
33,perambalur,468060
33,perambalur,97163
33,ariyalur,754894
33,ariyalur,671100
33,ariyalur,83794
33,cuddalore,2605914
33,cuddalore,1720725
33,cuddalore,885189
33,nagapattinam,1616450
33,nagapattinam,1251826
33,nagapattinam,364624
33,thiruvarur,1264277
33,thiruvarur,1006482
33,thiruvarur,257795
33,thanjavur,2405890
33,thanjavur,1554531
33,thanjavur,851359
33,pudukkottai,1618345
33,pudukkottai,1301991
33,pudukkottai,316354
33,sivaganga,1339101
33,sivaganga,926256
33,sivaganga,412845
33,madurai,3038252
33,madurai,1191451
33,madurai,1846801
33,theni,1245899
33,theni,575418
33,theni,670481
33,virudhunagar,1942288
33,virudhunagar,962062
33,virudhunagar,980226
33,ramanathapuram,1353445
33,ramanathapuram,942746
33,ramanathapuram,410699
33,thoothukkudi,1750176
33,thoothukkudi,873374
33,thoothukkudi,876802
33,tirunelveli,3077233
33,tirunelveli,1557004
33,tirunelveli,1520229
33,kanniyakumari,1870374
33,kanniyakumari,330572
33,kanniyakumari,1539802
33,dharmapuri,1506843
33,dharmapuri,1245931
33,dharmapuri,260912
33,krishnagiri,1879809
33,krishnagiri,1451446
33,krishnagiri,428363
33,coimbatore,3458045
33,coimbatore,839105
33,coimbatore,2618940
33,tiruppur,2479052
33,tiruppur,957941
33,tiruppur,1521111
34,puducherry,1247953
34,puducherry,395200
34,puducherry,852753
34,yanam,55626
34,yanam,0
34,yanam,55626
34,puducherry,950289
34,puducherry,293080
34,puducherry,657209
34,mahe,41816
34,mahe,0
34,mahe,41816
34,karaikal,200222
34,karaikal,102120
34,karaikal,98102
35,andaman & nicobar islands,380581
35,andaman & nicobar islands,237093
35,andaman & nicobar islands,143488
35,nicobars,36842
35,nicobars,36842
35,nicobars,0
35,north  & middle andaman,105597
35,north  & middle andaman,102856
35,north  & middle andaman,2741
35,south andaman,238142
35,south andaman,97395
35,south andaman,140747
